mesh_name,G_N,G_NNZ,solver_type,ordering_type,nd_levels,patch_type,patch_size,patch_time,factor/matrix NNZ ratio,ordering_time,analysis_time,factorization_time,solve_time,residual
120628,1264847,8853905,CUDSS,PATCH_ORDERING,11,rxmesh,512,85.0409,12.439,1153,264,116,65,9.36923e-14
120628,1264847,8853905,CUDSS,PATCH_ORDERING,9,metis_kway,512,4535.66,12.9409,748,279,98,77,9.36995e-14
120628,1264847,8853905,CUDSS,PATCH_ORDERING,11,metis_kway,512,4526.77,12.9163,1155,272,108,59,9.36814e-14
994785,1270940,8896568,CUDSS,PATCH_ORDERING,9,rxmesh,512,104.351,12.989,790,266,115,43,9.48801e-14
994785,1270940,8896568,CUDSS,PATCH_ORDERING,11,rxmesh,512,156.289,12.8393,1089,255,106,42,9.48989e-14
994785,1270940,8896568,CUDSS,PATCH_ORDERING,9,metis_kway,512,4598.51,13.157,668,268,111,38,9.49341e-14
994785,1270940,8896568,CUDSS,PATCH_ORDERING,11,metis_kway,512,4597.87,13.2119,1041,274,104,38,9.4921e-14
994786,1279849,8958943,CUDSS,PATCH_ORDERING,9,rxmesh,512,114.014,13.1721,764,271,120,53,9.52714e-14
994786,1279849,8958943,CUDSS,PATCH_ORDERING,11,rxmesh,512,128.732,12.9923,1129,266,111,44,9.5304e-14
994786,1279849,8958943,CUDSS,PATCH_ORDERING,9,metis_kway,512,4652.26,13.1028,683,272,109,39,9.53051e-14
994786,1279849,8958943,CUDSS,PATCH_ORDERING,11,metis_kway,512,4669.69,12.9545,1044,271,100,37,9.5331e-14
103354,1347290,9489650,CUDSS,PATCH_ORDERING,9,rxmesh,512,428.882,10.8217,921,291,140,59,9.66511e-14
103354,1347290,9489650,CUDSS,PATCH_ORDERING,11,rxmesh,512,347.837,10.8427,1345,293,105,43,9.66368e-14
103354,1347290,9489650,CUDSS,PATCH_ORDERING,9,metis_kway,512,4854.26,10.6607,889,292,108,37,9.66229e-14
103354,1347290,9489650,CUDSS,PATCH_ORDERING,11,metis_kway,512,4846.19,10.8516,1287,283,102,48,9.66665e-14
Sphinx_1,1397519,9782671,CUDSS,PATCH_ORDERING,9,rxmesh,512,128.79,13.6048,801,293,119,69,9.97366e-14
Sphinx_1,1397519,9782671,CUDSS,PATCH_ORDERING,11,rxmesh,512,123.238,13.4594,1196,298,107,85,9.97522e-14
Sphinx_1,1397519,9782671,CUDSS,PATCH_ORDERING,9,metis_kway,512,5456.58,13.7243,780,291,123,61,9.97724e-14
Sphinx_1,1397519,9782671,CUDSS,PATCH_ORDERING,11,metis_kway,512,5441.05,13.5633,1155,295,102,80,9.97442e-14
out,1406021,9842135,CUDSS,PATCH_ORDERING,9,rxmesh,512,90.8749,16.4687,1191,331,140,92,1.004e-13
out,1406021,9842135,CUDSS,PATCH_ORDERING,11,rxmesh,512,112.308,15.6971,1662,329,113,97,1.00454e-13
out,1406021,9842135,CUDSS,PATCH_ORDERING,9,metis_kway,512,6768.46,16.586,1185,331,151,72,1.00374e-13
out,1406021,9842135,CUDSS,PATCH_ORDERING,11,metis_kway,512,6888.28,15.9882,1574,327,112,97,1.00444e-13
Thorne,1478051,10346403,CUDSS,PATCH_ORDERING,9,rxmesh,512,259.719,12.9068,1472,314,125,76,1.02184e-13
Thorne,1478051,10346403,CUDSS,PATCH_ORDERING,11,rxmesh,512,189.85,12.9171,1943,315,125,63,1.0219e-13
Thorne,1478051,10346403,CUDSS,PATCH_ORDERING,9,metis_kway,512,7448.17,13.0732,1477,333,164,38,1.02157e-13
Thorne,1478051,10346403,CUDSS,PATCH_ORDERING,11,metis_kway,512,7355.14,12.8498,1918,323,156,37,1.02154e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,9,rxmesh,512,243.134,11.7808,1008,320,137,44,1.05451e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,11,rxmesh,512,174.172,11.7876,1571,320,108,77,1.05476e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,9,metis_kway,512,6343.93,11.9298,1030,321,128,55,1.05453e-13
20131208_VenusDeMilo_Full_Scale_captured_by_Cosmo_Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,11,metis_kway,512,6325.91,12.0266,1556,318,119,57,1.05443e-13
372114,1577057,11039387,CUDSS,PATCH_ORDERING,9,rxmesh,512,310.952,11.7741,1043,329,109,78,1.05528e-13
372114,1577057,11039387,CUDSS,PATCH_ORDERING,11,rxmesh,512,180.733,11.8171,1592,305,114,78,1.05539e-13
372114,1577057,11039387,CUDSS,PATCH_ORDERING,9,metis_kway,512,6341.02,11.9918,1060,325,128,57,1.0553e-13
372114,1577057,11039387,CUDSS,PATCH_ORDERING,11,metis_kway,512,6348.03,12.108,1534,328,100,77,1.05591e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,9,rxmesh,512,173.738,11.7527,921,309,119,70,1.05299e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,11,rxmesh,512,209.561,11.8409,1243,296,137,46,1.05321e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,9,metis_kway,512,6326.36,11.8226,825,318,141,41,1.05344e-13
uploads_b1_e4_b1_2a_5c_20131208+VenusDeMilo+Full+Scale+captured+by+Cosmo+Wenman,1577057,11039387,CUDSS,PATCH_ORDERING,11,metis_kway,512,6352.77,11.8634,1228,298,134,42,1.0535e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PATCH_ORDERING,9,rxmesh,512,188.851,14.3793,893,334,194,44,1.05837e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PATCH_ORDERING,11,rxmesh,512,202.297,14.0952,1254,331,150,72,1.05849e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PATCH_ORDERING,9,metis_kway,512,5747.72,14.5181,752,337,157,72,1.05799e-13
Poetsche_Photoskultur_Goethe,1592141,11145023,CUDSS,PATCH_ORDERING,11,metis_kway,512,5736.99,14.2204,1261,328,135,81,1.0586e-13
Bootleg_Eve,1648092,11536650,CUDSS,PATCH_ORDERING,9,rxmesh,512,188.943,10.8744,1275,331,127,83,1.07136e-13
Bootleg_Eve,1648092,11536650,CUDSS,PATCH_ORDERING,11,rxmesh,512,188.56,11.0505,1718,325,115,87,1.07136e-13
Bootleg_Eve,1648092,11536650,CUDSS,PATCH_ORDERING,9,metis_kway,512,6052.54,11.1256,1197,325,117,90,1.07113e-13
Bootleg_Eve,1648092,11536650,CUDSS,PATCH_ORDERING,11,metis_kway,512,6018.54,11.2638,1675,328,112,88,1.07091e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PATCH_ORDERING,9,rxmesh,512,353.234,12.725,1308,370,140,77,1.08992e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PATCH_ORDERING,11,rxmesh,512,269.529,12.7052,1831,376,148,60,1.09017e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PATCH_ORDERING,9,metis_kway,512,8440.8,12.9799,1346,351,129,86,1.09003e-13
Lucius_Quinctius_Cincinnatus,1683007,11781157,CUDSS,PATCH_ORDERING,11,metis_kway,512,8444.72,12.9506,1778,345,118,94,1.08991e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PATCH_ORDERING,9,rxmesh,512,252.557,10.2413,913,310,128,57,1.07577e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PATCH_ORDERING,11,rxmesh,512,217.332,10.5277,1301,318,123,60,1.07613e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PATCH_ORDERING,9,metis_kway,512,5901.2,10.4859,826,327,148,54,1.07601e-13
Willy_Selke_Tondo,1696572,11876360,CUDSS,PATCH_ORDERING,11,metis_kway,512,5920.61,10.603,1327,315,129,53,1.07606e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PATCH_ORDERING,9,rxmesh,512,229.484,12.3458,878,333,155,69,1.10576e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PATCH_ORDERING,11,rxmesh,512,193.473,12.297,1319,335,110,123,1.10568e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PATCH_ORDERING,9,metis_kway,512,6238.14,12.3855,884,334,153,54,1.10554e-13
Francois_Willeme_Selbsbildnis_LOW_170mb,1740098,12180890,CUDSS,PATCH_ORDERING,11,metis_kway,512,6280.46,12.4915,1255,339,123,106,1.10582e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PATCH_ORDERING,9,rxmesh,512,224.55,11.7908,1018,347,141,88,1.09988e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PATCH_ORDERING,11,rxmesh,512,201.118,11.8043,1538,352,141,61,1.10009e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PATCH_ORDERING,9,metis_kway,512,6445.29,12.0611,990,345,126,101,1.09983e-13
Horned_Sea_Star,1749060,12243426,CUDSS,PATCH_ORDERING,11,metis_kway,512,6437.68,12.0162,1566,349,138,73,1.09977e-13
Beethoven,1749976,12249958,CUDSS,PATCH_ORDERING,9,rxmesh,512,244.748,12.1624,1400,348,162,55,1.11175e-13
Beethoven,1749976,12249958,CUDSS,PATCH_ORDERING,11,rxmesh,512,226.23,12.0413,1903,337,123,66,1.11184e-13
Beethoven,1749976,12249958,CUDSS,PATCH_ORDERING,9,metis_kway,512,9019.04,12.4789,1400,356,144,54,1.11179e-13
Beethoven,1749976,12249958,CUDSS,PATCH_ORDERING,11,metis_kway,512,9009.09,12.4094,1879,345,124,63,1.112e-13
Murex_Romosus,1759781,12318455,CUDSS,PATCH_ORDERING,9,rxmesh,512,250.51,14.1803,1252,378,141,109,1.11937e-13
Murex_Romosus,1759781,12318455,CUDSS,PATCH_ORDERING,11,rxmesh,512,300.242,14.0889,1733,373,146,94,1.11966e-13
Murex_Romosus,1759781,12318455,CUDSS,PATCH_ORDERING,9,metis_kway,512,8220.17,14.5396,1214,391,173,79,1.11929e-13
Murex_Romosus,1759781,12318455,CUDSS,PATCH_ORDERING,11,metis_kway,512,8285.69,14.2321,1773,383,132,107,1.11972e-13
